1.785256073027498891e+00,-2.099978047223798397e-02,2.606987031564437368e-02,3.820361303486741189e-02,-1.036322660211085323e+00,-4.780109989181400842e-01
1.707616826080484929e+00,-5.570649877160563368e-02,6.622858777890659743e-02,4.405701444179556392e-02,-1.022667660746015006e+00,-4.539920388698709397e-01
1.633702522433658988e+00,-5.446105141887912920e-02,6.561450439685523328e-02,4.199482707329686010e-02,-9.979846184849300306e-01,-4.215979961912245111e-01
1.563486517592250324e+00,-4.937321685149584360e-02,6.103871889549718210e-02,3.872889239983424992e-02,-9.697005792529240775e-01,-3.856454037175434113e-01
1.497981803158069836e+00,-4.640598698978441738e-02,5.856016742946048431e-02,3.622269016419525645e-02,-9.440546791519471848e-01,-3.519995765061637583e-01
1.436934923672700259e+00,-4.352501694495083950e-02,5.618271546319806437e-02,3.401479121131497502e-02,-9.209010924122079667e-01,-3.207929752764220876e-01
1.379992920345132656e+00,-4.073502245080139889e-02,5.389346751211367831e-02,3.202898453840895970e-02,-8.999924076554653984e-01,-2.919677123968781318e-01
1.327634647023427039e+00,-3.802263034050532009e-02,5.170194702658698765e-02,3.021814822014134289e-02,-8.809782693211666293e-01,-2.653977557034888912e-01
1.279820521977091508e+00,-3.538630262691161432e-02,4.960257475928660925e-02,2.854329148234783717e-02,-8.635881660881812305e-01,-2.409929712536844348e-01
1.236261647975881006e+00,-3.282974714114909875e-02,4.758424854134560289e-02,2.696577243665911755e-02,-8.476447994479138215e-01,-2.187215539242630680e-01
1.196844873397229003e+00,-3.035307835671143331e-02,4.564060208717157785e-02,2.544119805088013164e-02,-8.330699700412753650e-01,-1.986965390719371838e-01
1.161863161536276223e+00,-1.176316074531695045e-02,3.315265304987077832e-02,2.378868720612932475e-02,-8.188250731252552095e-01,-1.796876429983686740e-01
1.129830915023604110e+00,-9.634291843727382787e-03,3.095611108748277246e-02,2.249075705935714778e-02,-8.081654089543433006e-01,-1.664156144096345658e-01
1.099724759196486712e+00,-8.452603483723047234e-03,2.932797120550212355e-02,2.157597739803891398e-02,-7.987590257785266434e-01,-1.554783224413036069e-01
1.070773331172706566e+00,-7.352388970279617568e-03,2.773840518972959732e-02,2.069024273058603022e-02,-7.895610929833518643e-01,-1.451482824100158997e-01
1.042900746163180292e+00,-6.331009543674600420e-03,2.618843464108245450e-02,1.981744441076392291e-02,-7.805385193613495476e-01,-1.353455246136560652e-01
1.016050429324157234e+00,-5.385548349585117349e-03,2.467912475744247353e-02,1.895315011915166617e-02,-7.716793931532650586e-01,-1.260268789889591456e-01
9.901736119486465038e-01,-4.512990290941311551e-03,2.321147547045935081e-02,1.809621275297203929e-02,-7.629789101065598267e-01,-1.171634461017973805e-01
9.652247620536481554e-01,-3.710292653073919613e-03,2.178638451395733047e-02,1.724619120263212735e-02,-7.544330683663250658e-01,-1.087297028808090621e-01
9.411609320174735283e-01,-2.974403471861217230e-03,2.040464196589723486e-02,1.640287288654051698e-02,-7.460380380337107153e-01,-1.007022452526688538e-01
9.179414710052712367e-01,-2.302274217503054183e-03,1.906692864104995999e-02,1.556619464185938530e-02,-7.377899730045903715e-01,-9.305928149454495424e-02
8.955278741323753344e-01,-1.690870093089508024e-03,1.777381623124133295e-02,1.473622215578519225e-02,-7.296850297006798325e-01,-8.578051591228859352e-02
8.738836398217576518e-01,-1.137179426789592480e-03,1.652576826564549142e-02,1.391313296814630784e-02,-7.217193747591141850e-01,-7.884702479150366983e-02
8.529741400462450551e-01,-6.382221615416292784e-04,1.532314179386183410e-02,1.309720110195491602e-02,-7.138891941546374742e-01,-7.224114723809811622e-02
8.327665010527995904e-01,-1.910575125172072329e-04,1.416618967297944565e-02,1.228878293727373762e-02,-7.061907012332828693e-01,-6.594638502529871771e-02
8.132294936656330187e-01,2.072091542094270486e-04,1.305506336118441267e-02,1.148830425266877953e-02,-6.986201438986140433e-01,-5.994731095516155073e-02
7.943334322773695222e-01,5.594201708970042647e-04,1.198981613230074711e-02,1.069624835175349287e-02,-6.911738110094420851e-01,-5.422948497242350424e-02
7.760500811591090065e-01,8.686130617388517286e-04,1.097030323899732263e-02,9.913209987223534775e-03,-6.838480584398813900e-01,-4.877942785836988926e-02
7.583525695405354261e-01,1.136735156008282076e-03,9.996698622477540042e-03,9.139554275007030423e-03,-6.766392102794327457e-01,-4.358429367070530691e-02
7.412153139335430074e-01,1.367232468346874430e-03,9.068482197759205818e-03,8.376084684361295718e-03,-6.695437746004070378e-01,-3.863232917718790321e-02
7.246139387791136199e-01,1.562420315980402562e-03,8.185451135617631546e-03,7.623342825657191020e-03,-6.625582321448342249e-01,-3.391228165404236439e-02
7.085252133697865773e-01,1.724809560222890972e-03,7.347225981299229138e-03,6.881954573835498239e-03,-6.556791490821862745e-01,-2.941361603733440300e-02
6.929269871593446428e-01,1.856834670459420536e-03,6.553353611398116639e-03,6.152551063735256683e-03,-6.489031575801118557e-01,-2.512641025486890903e-02
6.777981310025299466e-01,1.960851488059513811e-03,5.803311739852818132e-03,5.435762609406784816e-03,-6.422269581919839432e-01,-2.104130984978001828e-02
6.631184824710165682e-01,2.039135410340659534e-03,5.096513447852391888e-03,4.732213246172786887e-03,-6.356473218344118603e-01,-1.714948639558963595e-02
6.488687948910790704e-01,2.093879965866172078e-03,4.432311711024766385e-03,4.042515854500243998e-03,-6.291610913860474774e-01,-1.344259937888427937e-02
6.350306897832566078e-01,2.127195754011562516e-03,3.810003900508157799e-03,3.367267827276031709e-03,-6.227651829368412439e-01,-9.912761252246233418e-03
6.215866124158734296e-01,2.141109723227275791e-03,3.228836237348968723e-03,2.707047244421196576e-03,-6.164565867152144163e-01,-6.552505384684740794e-03
6.085197902127601477e-01,2.137564763822417425e-03,2.688008182219602232e-03,2.062409520920821093e-03,-6.102323677191766604e-01,-3.354756659539163705e-03
5.958141937811470834e-01,2.118419592345423437e-03,2.186676744698479776e-03,1.433884496278937069e-03,-6.040896660761595482e-01,-3.128044907522946729e-04
5.834545003487582315e-01,2.085448905815238951e-03,1.723960698410314249e-03,8.219739352178255304e-04,-5.980256971552191381e-01,2.579721952236497216e-03
5.714260594197945187e-01,2.040343785167098890e-03,1.298944690129046802e-03,2.271494110643656279e-04,-5.920377514541582675e-01,5.328876502996711742e-03
5.597148604780052272e-01,1.984712328232958629e-03,9.106832326201665323e-04,-3.501494552159947933e-04,-5.861231942831027775e-01,7.940416915579185872e-03
5.483075025815929981e-01,1.920080493576233061e-03,5.582045724904511740e-04,-9.095164259747422122e-04,-5.802794652650249407e-01,1.041982410146700781e-02
5.371911657094847747e-01,1.847893137333662646e-03,2.405144256666930233e-04,-1.450579772158451996e-03,-5.745040776726774157e-01,1.277231983262668534e-02
5.263535837316900556e-01,1.769515226084537960e-03,-4.340042562747572618e-05,-1.973003116029019809e-03,-5.687946176203531046e-01,1.500288304450317182e-02
5.157830188882335243e-01,1.686233209528506180e-03,-2.945686793851013882e-04,-2.476486013291130314e-03,-5.631487431278460187e-01,1.711626486110887080e-02
5.054682376716415071e-01,1.599256537525293011e-03,-5.140312077957209227e-04,-2.960764295519878811e-03,-5.575641830729041182e-01,1.911700245358407754e-02
4.953984880173182281e-01,1.509719306751981533e-03,-7.028379016805642995e-04,-3.425610192745623221e-03,-5.520387360474223737e-01,2.100943183375237819e-02
